jobId,jobTitleClean,companyName,city,seniority,contractType,workType,sector,publishedAt,keywordMatchScorePercentage,matchedKeywords,unmatchedKeywords,jobUrl
4406071996,Data Engineer,Procter & Gamble,Warsaw,unspecified,Full-time,"Project Management, Design, and Information Technology",Manufacturing,2026-07-03T00:00:00.000Z,75,Python|SQL|PySpark|Databricks|Git|Azure,Machine Learning|C++,https://pl.linkedin.com/jobs/view/data-engineer-at-procter-gamble-4406071996?trk=public_jobs_topcard-title
4407331699,Sr. Software Engineer - Portfolio Services,Addepar,Warsaw,unspecified,Full-time,Engineering and Information Technology,Software Development,2026-07-03T00:00:00.000Z,0,"",Python|SQL|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/sr-software-engineer-portfolio-services-at-addepar-4407331699?trk=public_jobs_topcard-title
4407342608,Sr. Software Engineer - Portfolio Data Workflows,Addepar,Warsaw,unspecified,Full-time,Engineering and Information Technology,Software Development,2026-07-02T00:00:00.000Z,13,SQL,Python|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/sr-software-engineer-portfolio-data-workflows-at-addepar-4407342608?trk=public_jobs_topcard-title
4410248941,Data & AI Solutions Engineer – F/H/X,Amaris Consulting,Warsaw Metropolitan Area,unspecified,Contract,Engineering and Information Technology,IT Services and IT Consulting,2026-07-08T00:00:00.000Z,0,"",Python|SQL|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-ai-solutions-engineer-%E2%80%93-f-h-x-at-amaris-consulting-4410248941?trk=public_jobs_topcard-title
4411390734,Data Engineer,Asana,Warsaw,mid,Full-time,Information Technology,Software Development,2026-06-21T00:00:00.000Z,50,Python|SQL|PySpark|Databricks,Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-at-asana-4411390734?trk=public_jobs_topcard-title
4411760921,Data Engineer,Aristocrat,Warsaw,mid,Full-time,Information Technology,Gambling Facilities and Casinos,2026-06-20T00:00:00.000Z,75,Python|SQL|PySpark|Databricks|Machine Learning|Azure,Git|C++,https://pl.linkedin.com/jobs/view/data-engineer-at-aristocrat-4411760921?trk=public_jobs_topcard-title
4414341797,Software Engineer 5 - Python Platform,Netflix,Warsaw,unspecified,Full-time,Other,Entertainment Providers,2026-07-04T00:00:00.000Z,50,Python|PySpark|Git|Machine Learning,SQL|Databricks|Azure|C++,https://pl.linkedin.com/jobs/view/software-engineer-5-python-platform-at-netflix-4414341797?trk=public_jobs_topcard-title
4414914512,Data Developer,CANAL+ Group,Warsaw,unspecified,Full-time,"Advertising, Business Development, and Marketing",Broadcast Media Production and Distribution,2026-07-08T00:00:00.000Z,25,SQL|Git,Python|PySpark|Databricks|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-developer-at-canal%2B-group-4414914512?trk=public_jobs_topcard-title
4416233224,Analytics Engineer III,Box,Warsaw,mid,Full-time,Engineering,"Construction, Software Development, and IT Services and IT Consulting",2026-06-18T00:00:00.000Z,38,Python|SQL|PySpark,Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/analytics-engineer-iii-at-box-4416233224?trk=public_jobs_topcard-title
4416249613,Data Platform Engineer,Verifone,Warsaw,mid,Full-time,Information Technology and Engineering,Banking,2026-06-15T00:00:00.000Z,38,Python|SQL|Machine Learning,PySpark|Databricks|Git|Azure|C++,https://pl.linkedin.com/jobs/view/data-platform-engineer-at-verifone-4416249613?trk=public_jobs_topcard-title
4416822402,Media Data Engineer (Databricks),Procter & Gamble,Warsaw,unspecified,Full-time,"Project Management, Design, and Information Technology",Manufacturing,2026-07-08T00:00:00.000Z,50,SQL|PySpark|Databricks|Git,Python|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/media-data-engineer-databricks-at-procter-gamble-4416822402?trk=public_jobs_topcard-title
4417702775,"Forward Deployed Engineer, Applied AI",Snowflake,Warsaw,unspecified,Full-time,Engineering and Information Technology,Software Development,2026-07-11T00:00:00.000Z,50,Python|SQL|Machine Learning|Azure,PySpark|Databricks|Git|C++,https://pl.linkedin.com/jobs/view/forward-deployed-engineer-applied-ai-at-snowflake-4417702775?trk=public_jobs_topcard-title
4417930844,Software Engineer,Circle K,Warsaw,mid,Full-time,Engineering and Information Technology,Retail,2026-07-11T00:00:00.000Z,75,Python|SQL|PySpark|Databricks|Git|Azure,Machine Learning|C++,https://pl.linkedin.com/jobs/view/software-engineer-at-circle-k-4417930844?trk=public_jobs_topcard-title
4418769301,Big Data Engineer with Java,ING Hubs Poland,Warsaw,mid,Full-time,Other,"Banking, Information Services, and Financial Services",2026-06-24T00:00:00.000Z,38,Python|PySpark|Azure,SQL|Databricks|Git|Machine Learning|C++,https://pl.linkedin.com/jobs/view/big-data-engineer-with-java-at-ing-hubs-poland-4418769301?trk=public_jobs_topcard-title
4419030296,Mid Data Engineer (Data & AI Factory),Devoteam,Warsaw,mid,Full-time,Customer Service,IT Services and IT Consulting,2026-07-09T00:00:00.000Z,38,Python|SQL|PySpark,Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/mid-data-engineer-data-ai-factory-at-devoteam-4419030296?trk=public_jobs_topcard-title
4419676553,"Staff Software Engineer, AI",Asana,Warsaw,senior,Full-time,Engineering and Information Technology,Software Development,2026-06-24T00:00:00.000Z,13,Machine Learning,Python|SQL|PySpark|Databricks|Git|Azure|C++,https://pl.linkedin.com/jobs/view/staff-software-engineer-ai-at-asana-4419676553?trk=public_jobs_topcard-title
4421723702,Senior Data Engineer (M/F/D),DSV - Global Transport and Logistics,Warsaw,senior,Full-time,Information Technology,"Transportation, Logistics, Supply Chain and Storage",2026-07-10T00:00:00.000Z,50,SQL|PySpark|Databricks|Azure,Python|Git|Machine Learning|C++,https://pl.linkedin.com/jobs/view/senior-data-engineer-m-f-d-at-dsv-global-transport-and-logistics-4421723702?trk=public_jobs_topcard-title
4422543197,Senior Data Platform Engineer,Moderna,Warsaw,senior,Full-time,Engineering and Information Technology,Biotechnology Research,2026-06-21T00:00:00.000Z,63,Python|SQL|PySpark|Databricks|Machine Learning,Git|Azure|C++,https://pl.linkedin.com/jobs/view/senior-data-platform-engineer-at-moderna-4422543197?trk=public_jobs_topcard-title
4422683856,Data Engineer (with Snowflake/Databricks),Sollers Consulting,Warsaw,mid,Full-time,Information Technology,IT Services and IT Consulting,2026-06-24T00:00:00.000Z,75,Python|SQL|PySpark|Databricks|Machine Learning|Azure,Git|C++,https://pl.linkedin.com/jobs/view/data-engineer-with-snowflake-databricks-at-sollers-consulting-4422683856?trk=public_jobs_topcard-title
4422764688,BI Engineer,TD SYNNEX Poland,Warsaw,unspecified,Full-time,Business Development and Sales,IT Services and IT Consulting,2026-07-04T00:00:00.000Z,13,SQL,Python|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/bi-engineer-at-td-synnex-poland-4422764688?trk=public_jobs_topcard-title
4423267959,"Software Engineer, Automation Platform & Workflows",Waymo,Warsaw,unspecified,Full-time,Engineering and Information Technology,"Technology, Information and Internet",2026-06-23T00:00:00.000Z,13,C++,Python|SQL|PySpark|Databricks|Git|Machine Learning|Azure,https://pl.linkedin.com/jobs/view/software-engineer-automation-platform-workflows-at-waymo-4423267959?trk=public_jobs_topcard-title
4424759439,"Senior Data Engineer, Marketing Customer Profile (f/m/x)",HelloFresh,Warsaw,senior,Full-time,Information Technology,Consumer Services,2026-06-27T00:00:00.000Z,63,Python|SQL|PySpark|Databricks|Machine Learning,Git|Azure|C++,https://pl.linkedin.com/jobs/view/senior-data-engineer-marketing-customer-profile-f-m-x-at-hellofresh-4424759439?trk=public_jobs_topcard-title
4425773260,Cloud Data Engineer (f/m/x),Sii Poland,Warsaw,mid,Full-time,Engineering,IT Services and IT Consulting,2026-07-06T00:00:00.000Z,75,Python|SQL|PySpark|Databricks|Machine Learning|Azure,Git|C++,https://pl.linkedin.com/jobs/view/cloud-data-engineer-f-m-x-at-sii-poland-4425773260?trk=public_jobs_topcard-title
4426867206,Data Engineer - HR support (m/f/n),InPost,Warsaw,mid,Full-time,Analyst,Freight and Package Transportation,2026-07-08T00:00:00.000Z,38,Python|SQL|Databricks,PySpark|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-hr-support-m-f-n-at-inpost-4426867206?trk=public_jobs_topcard-title
4427145934,Principal Data Platform Engineer,BioSpace,Warsaw,senior,Full-time,Engineering and Information Technology,Internet News,2026-06-12T00:00:00.000Z,38,Python|Databricks|Machine Learning,SQL|PySpark|Git|Azure|C++,https://pl.linkedin.com/jobs/view/principal-data-platform-engineer-at-biospace-4427145934?trk=public_jobs_topcard-title
4427329766,Big Data Engineer (junior/mid),ING Hubs Poland,Warsaw,junior,Full-time,Other,"Banking, Information Services, and Financial Services",2026-06-17T00:00:00.000Z,13,PySpark,Python|SQL|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/big-data-engineer-junior-mid-at-ing-hubs-poland-4427329766?trk=public_jobs_topcard-title
4427385322,Senior Data Engineer (Snowflake & Azure) | Cloud & Engineering,Deloitte,Warsaw,senior,Full-time,Information Technology,Business Consulting and Services,2026-07-09T00:00:00.000Z,38,Python|SQL|Azure,PySpark|Databricks|Git|Machine Learning|C++,https://pl.linkedin.com/jobs/view/senior-data-engineer-snowflake-azure-cloud-engineering-at-deloitte-4427385322?trk=public_jobs_topcard-title
4427553559,Data Engineer,Software Mind,Warsaw,unspecified,Full-time,Information Technology,IT Services and IT Consulting,2026-07-03T00:00:00.000Z,13,SQL,Python|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-at-software-mind-4427553559?trk=public_jobs_topcard-title
4427996776,Senior Robotics Data Engineer,Nomagic,Warsaw,senior,Full-time,Information Technology,Robotics Engineering,2026-06-12T00:00:00.000Z,13,Python,SQL|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/senior-robotics-data-engineer-at-nomagic-4427996776?trk=public_jobs_topcard-title
4428198663,Reconciliation & Analysis Modernization - Associate,JPMorganChase,Warsaw,mid,Full-time,Administrative,Financial Services,2026-06-30T00:00:00.000Z,50,Python|SQL|PySpark|Databricks,Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/reconciliation-analysis-modernization-associate-at-jpmorganchase-4428198663?trk=public_jobs_topcard-title
4428356374,Data Engineer,Integral Solutions - Data & AI,Warsaw,mid,Full-time,Information Technology,Banking,2026-06-13T00:00:00.000Z,25,Python|SQL,PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-at-integral-solutions-data-ai-4428356374?trk=public_jobs_topcard-title
4428826966,Data Engineer,Luxoft Poland,Warsaw Metropolitan Area,mid,Full-time,Information Technology,IT Services and IT Consulting,2026-06-15T00:00:00.000Z,38,Python|SQL|C++,PySpark|Databricks|Git|Machine Learning|Azure,https://pl.linkedin.com/jobs/view/data-engineer-at-luxoft-poland-4428826966?trk=public_jobs_topcard-title
4428934242,Middle Data Engineer (Azure Databricks),Miratech,Warsaw,mid,Full-time,Information Technology,Software Development and IT Services and IT Consulting,2026-06-22T00:00:00.000Z,50,SQL|PySpark|Databricks|Azure,Python|Git|Machine Learning|C++,https://pl.linkedin.com/jobs/view/middle-data-engineer-azure-databricks-at-miratech-4428934242?trk=public_jobs_topcard-title
4429097956,"Software Engineer, SRE, Data Cloud Platform (AI)",Google,Warsaw,unspecified,Full-time,Information Technology and Engineering,"Information Services and Technology, Information and Internet",2026-07-10T00:00:00.000Z,0,"",Python|SQL|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/software-engineer-sre-data-cloud-platform-ai-at-google-4429097956?trk=public_jobs_topcard-title
4429213989,Data Engineer - Data Platform,Allegro,Warsaw,mid,Full-time,Information Technology,"Internet Marketplace Platforms and Technology, Information and Media",2026-06-16T00:00:00.000Z,50,Python|PySpark|Git|Machine Learning,SQL|Databricks|Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-data-platform-at-allegro-4429213989?trk=public_jobs_topcard-title
4429327700,"Software Engineer III, Vertex Inference",Google,Warsaw,unspecified,Full-time,Information Technology and Engineering,"Information Services and Technology, Information and Internet",2026-07-10T00:00:00.000Z,13,Machine Learning,Python|SQL|PySpark|Databricks|Git|Azure|C++,https://pl.linkedin.com/jobs/view/software-engineer-iii-vertex-inference-at-google-4429327700?trk=public_jobs_topcard-title
4429384037,Data Analyst,Flying Bisons,Warsaw,unspecified,Full-time,Information Technology,Design Services,2026-06-18T00:00:00.000Z,38,Python|SQL|Git,PySpark|Databricks|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-analyst-at-flying-bisons-4429384037?trk=public_jobs_topcard-title
4429459271,Data Engineer (AI/ML),Awin Global,Warsaw,mid,Full-time,Information Technology,Advertising Services,2026-06-23T00:00:00.000Z,63,Python|PySpark|Databricks|Machine Learning|Azure,SQL|Git|C++,https://pl.linkedin.com/jobs/view/data-engineer-ai-ml-at-awin-global-4429459271?trk=public_jobs_topcard-title
4429793543,Tech Lead – Databricks & Data Platform,Sollers Consulting,Warsaw,senior,Full-time,Design,IT Services and IT Consulting and Insurance,2026-06-17T00:00:00.000Z,63,Python|SQL|PySpark|Databricks|Azure,Git|Machine Learning|C++,https://pl.linkedin.com/jobs/view/tech-lead-%E2%80%93-databricks-data-platform-at-sollers-consulting-4429793543?trk=public_jobs_topcard-title
4429868804,Senior Database Engineer,Rydoo,Warsaw Metropolitan Area,senior,Full-time,Production,Software Development and Financial Services,2026-06-24T00:00:00.000Z,63,Python|SQL|PySpark|Git|Azure,Databricks|Machine Learning|C++,https://pl.linkedin.com/jobs/view/senior-database-engineer-at-rydoo-4429868804?trk=public_jobs_topcard-title
4429944904,AI / Machine Learning Engineer Leaders and Decision-Makers for Workflow Management Tools - Poland,Prolific,Warsaw,unspecified,Temporary,Engineering and Information Technology,Software Development,2026-06-17T00:00:00.000Z,38,Git|Machine Learning|Azure,Python|SQL|PySpark|Databricks|C++,https://pl.linkedin.com/jobs/view/ai-machine-learning-engineer-leaders-and-decision-makers-for-workflow-management-tools-poland-at-prolific-4429944904?trk=public_jobs_topcard-title
4430428890,Senior Cloud Engineer Analytics & AI Platform,Bayer,Warsaw,senior,Full-time,Engineering and Information Technology,"Chemical Manufacturing, Pharmaceutical Manufacturing, and Biotechnology Research",2026-07-02T00:00:00.000Z,50,Databricks|Git|Machine Learning|Azure,Python|SQL|PySpark|C++,https://pl.linkedin.com/jobs/view/senior-cloud-engineer-analytics-ai-platform-at-bayer-4430428890?trk=public_jobs_topcard-title
4430443023,DevOps Software Engineer (Gitlab),BME | Bolsas y Mercados Españoles,Warsaw,mid,Full-time,Information Technology,Capital Markets,2026-06-18T00:00:00.000Z,38,Python|Git|Azure,SQL|PySpark|Databricks|Machine Learning|C++,https://pl.linkedin.com/jobs/view/devops-software-engineer-gitlab-at-bme-bolsas-y-mercados-espa%C3%B1oles-4430443023?trk=public_jobs_topcard-title
4430641775,"Platform Customer Success Engineer, Data & AI",Procter & Gamble,Warsaw,unspecified,Full-time,"Project Management, Design, and Information Technology",Manufacturing,2026-06-27T00:00:00.000Z,75,Python|SQL|PySpark|Databricks|Git|Azure,Machine Learning|C++,https://pl.linkedin.com/jobs/view/platform-customer-success-engineer-data-ai-at-procter-gamble-4430641775?trk=public_jobs_topcard-title
4431103170,Data engineer (Banking),Integral Solutions - Data & AI,Warsaw,unspecified,Full-time,Information Technology,IT Services and IT Consulting,2026-06-19T00:00:00.000Z,13,SQL,Python|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-banking-at-integral-solutions-data-ai-4431103170?trk=public_jobs_topcard-title
4431118866,Data Engineer,Neurons Lab,Warsaw,unspecified,Full-time,Information Technology,IT Services and IT Consulting,2026-06-19T00:00:00.000Z,38,Python|SQL|PySpark,Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-at-neurons-lab-4431118866?trk=public_jobs_topcard-title
4431598689,"Python Engineer, Data Platform",Balyasny Asset Management L.P.,Warsaw,mid,Full-time,Engineering,Financial Services,2026-06-30T00:00:00.000Z,25,Python|SQL,PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/python-engineer-data-platform-at-balyasny-asset-management-l-p-4431598689?trk=public_jobs_topcard-title
4432241583,Data Governance Platform Engineer,Luxoft Poland,Warsaw Metropolitan Area,mid,Full-time,Administrative and Accounting/Auditing,IT Services and IT Consulting,2026-06-23T00:00:00.000Z,13,Python,SQL|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-governance-platform-engineer-at-luxoft-poland-4432241583?trk=public_jobs_topcard-title
4432245560,Data Analyst (m/f/d),InPost,Warsaw,mid,Full-time,Analyst,Freight and Package Transportation,2026-06-23T00:00:00.000Z,50,Python|SQL|PySpark|Databricks,Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-analyst-m-f-d-at-inpost-4432245560?trk=public_jobs_topcard-title
